# Abrufzeitpunkt: 2025-11-25T14:04:18.088537
# Schlagworte: Statistisches Bundesamt, Destatis, Bundesstatistik, Statistisches Landesamt, Statistische Landesämter, Landesstatistikämter, Landesstatistik, Statistischer Verbund, Föderale Statistik, Amtliche Statistik, Datenpolitik, Statistik, Bundesstatistikgesetz, BStatG, Forschungsdatengesetz, Registermodernisierung, Data Act, Data Governance, Data-Governance, Data Space, Datenschutz-Grundverordnung, DSGVO, Statistikgesetz, Statistikregistergesetz, Mikrozensusgesetz, Agrarstatistikgesetz, Bevölkerungsstatistikgesetz, Umweltstatistikgesetz, Energie- und Umweltstatstikgesetz, Unternehmensregistergesetz, NOOTS, Zensus, Mikrozensus, Unternehmensregister, Bildungsverlaufsregister, Registerdaten, Open Data, Verwaltungsdaten, Datenräume, Bürokratieabbau, Bürokratierückbau, Datenschutz, Dateninfrastruktur, Datenhoheit, Datensouveränität, Datenstrategie, Verwaltungsmodernisierung, Digitalisierung, Evidenzbasiert, Staatsmodernisierung, Modernisierungsagenda, Once Only, Deutschland-Stack, D-Stack, KI, Data Literacy, Geodaten, Desinformation, Scannerdaten, Data Stewardship, Dateninstitut, Datenlabor, Eurostat, Europäisches Statistisches System, BMDS, Forschungsausschuss, Digitalausschuss, Normenkontrollrat, Datenschutzbeauftragte, IT-Planungsrat, Sachverständigenrat zur Begutachtung der gesamtwirtschaftlichen Entwicklung, Sachverständigenrat Wirtschaft, Wirtschaftsweisen, UN Statistical Commission, OECD, Bundeswahlleiterin, Bundeswahlleitung, Bundeswahlöordnung, Bundeswahlgesetz, Wahlprüfung, Wahlrecht, Parteiengesetz, Bundeswahlausschuss, Landeswahlleitung, Wahlstatistik, Landeswahlausschuss, Fünf-Prozent-Hürde, Überhangmandate, Ausgleichsmandate, Sperrklausel, Briefwahl, Wahlwerbung, Wahlsystem
# Ähnlichkeitsgrenzwert: 0.0
Datum,Titel,Link,Quelle,Inhalt
2025-11-20T00:00:00,Wohnkostenbelastung von Studierenden bei 53 Prozent,https://www.bundestag.de/presse/hib/kurzmeldungen-1127454,Heute im Bundestag,"
Berlin: (hib/HLE) Die Wohnkostenbelastung von Studierenden liegt bei 53 Prozent. Dies berichtet die Bundesregierung in ihrer Antwort ([21/2807](https://dserver.bundestag.de/btd/21/028/2102807.pdf)) auf eine Kleine Anfrage der Fraktion Die Linke ([21/2489](https://dserver.bundestag.de/btd/21/024/2102489.pdf)) unter Berufung auf die Ergebnisse der Erhebung zu Einkommen und Lebensbedingungen des Statistischen Bundesamtes. Eine amtliche Statistik zu privaten und öffentlichen Wohnheimplätzen gebe es in Deutschland nicht. Nach einer Veröffentlichung des Deutschen Studierendenwerks habe es 2024 240.728 öffentlich geförderten Wohnheimplätze für Studierende in der Bundesrepublik Deutschland gegeben. Die durchschnittliche Bruttowarmmiete in einer Wohnanlage des Studierendenwerks sei von 233,76 Euro im Jahr 2014 auf 305,52 Euro im Jahr 2024 gestiegen. Außerdem teilt die Regierung unter Berufung auf Daten der Länder mit, dass im vergangenen Jahr bundesweit 8.864 Wohnheimplätze für Studierende und Auszubildende im Rahmen des Sozialen Wohnungsbaus (Junges Wohnen) gefördert worden seien. Die Förderergebnisse des Sonderprogramms Junges Wohnen sowie die Gespräche der Bundesregierung mit den Ländern und betroffenen Akteuren würden verdeutlichen, dass das Programm Junges Wohnen gut angenommen werde, so die Regierung.

"
2025-11-20T00:00:00,Treibstoffreserven in Deutschland,https://www.bundestag.de/presse/hib/kurzmeldungen-1127456,Heute im Bundestag,"
Berlin: (hib/NKI) Die Bundesregierung sieht keinen Reformbedarf hinsichtlich der Kontrollbefugnisse des Bundesamts für Wirtschaft und Ausfuhrkontrolle (BAFA) oder des Bundesministeriums für Wirtschaft und Energie (BMWE) im Bereich strategischer Energieinfrastruktur in privater Hand. Die Strukturen seien hinreichend durch die einschlägigen Rechtsgrundlagen geregelt. Das schreibt die Bundesregierung in ihrer Antwort ([21/2822](https://dserver.bundestag.de/btd/21/028/2102822.pdf)) auf eine Kleine Anfrage ([21/2005](https://dserver.bundestag.de/btd/21/020/2102005.pdf)) der AfD-Fraktion.

Nach dem Erdölbevorratungsgesetz sei es die Aufgabe des Erdölbevorratungsverbandes (EBV), zur Sicherung der Energieversorgung nach Maßgabe des Erdölbevorratungsgesetzes Vorräte an Erdöl und Erdölerzeugnissen als zentrale Bevorratungsstelle zu halten. Der EBV sei eine Körperschaft des öffentlichen Rechtes, gesetzliche Eingriffsrechte im Krisenfall gegenüber dem EBV lägen nach dem Wirtschaftssicherstellungsgesetz, nach dem Energiesicherungsgesetz sowie nach dem Erdölbevorratungsgesetz selbst vor.

Die Rohöl- und Kraftstoffreserven seien Eigentum des EBV und würden in einem eigenen oder angemieteten ober- oder unterirdischen Lagerraum gelagert. Die Reserven würden im Umfang von mindestens 90 Tagen der entsprechenden Nettoimporte von Rohöl und Mineralölprodukten, bezogen auf das vorangegangene Jahr, gelagert.

"
2025-11-20T00:00:00,Entwicklung der Teilnehmerzahlen bei Ansitzdrückjagden,https://www.bundestag.de/presse/hib/kurzmeldungen-1127458,Heute im Bundestag,"
Berlin: (hib/NKI) Die Entwicklung der Teilnehmerzahlen im Bereich der Liegenschaften der Bundesforstbetriebe bei sogenannten Ansitzdrückjagden - bei denen ein oder mehrere Jäger das Wild schießen, und bei der im Gegensatz zur Bewegungsjagden dem Schützen die Tiere nicht von Treibern oder Hunden zugetrieben werden - ist Thema einer Kleinen Anfrage ([21/2744](https://dserver.bundestag.de/btd/21/027/2102744.pdf)) der AfD-Fraktion.

Die Fragesteller halten es in diesem Zusammenhang für wichtig, die genannten kritischen Aspekte, die insbesondere mit größeren Ansitzdrückjagden verbunden sein könnten, näher zu hinterfragen und zu analysieren.

Die Abgeordneten wollen von der Bundesregierung unter anderem wissen, wie sich die Teilnehmerzahlen bei gemeinschaftlichen Ansitzdrückjagden in den letzten 20 Jahren im Bereich der Liegenschaften der Bundesforstbetriebe entwickelt haben, und ob es bei der Vermarktung von Wildbret, das im Rahmen von Ansitzdrückjagden erlegt wurde, im Vergleich zu dem im Rahmen von Einzelansitzen erlegten Wild in den letzten zehn Jahren zu einer geringeren Nachfrage oder zu Preisabschlägen gekommen ist.

"
2025-11-20T00:00:00,Verordnung zu fluorierten Treibhausgasen,https://www.bundestag.de/presse/hib/kurzmeldungen-1127404,Heute im Bundestag,"
Berlin: (hib/BAL) Die Bundesregierung hat die „Verordnung zur Durchführung der Verordnung (EU) 2024/573 über fluorierte Treibhausgase“ in den Bundestag eingebracht ([21/2866](https://dserver.bundestag.de/btd/21/028/2102866.pdf)). Sie bittet darin um die Herbeiführung der Zustimmung des Deutschen Bundestags aufgrund des Paragraphen 67 Kreislaufwirtschaftsgesetz.

„Mit der neuen Verordnung (EU) 2024/573 über fluorierte Treibhausgase (im Folgenden: neue F-Gas-Verordnung) soll sichergestellt werden, dass der F-Gas-Sektor einen Beitrag zum Erreichen der Klimaschutzziele leistet“, beschreibt der Normenkontrollrat die Verordnung in seiner Stellungnahme. Ziel sei es, Emissionen von F-Gasen zu vermeiden und Hürden beim Umstieg auf Alternativen abzubauen.

"
2025-11-19T00:00:00,Etat 2026: Zahlreiche Änderungen im Verkehrs-Etat,https://www.bundestag.de/presse/hib/kurzmeldungen-1127350,Heute im Bundestag,"
Berlin: (hib/SCR) Im Einzelplan des Bundesministeriums für Verkehr sind im kommenden Jahr Ausgaben in Höhe von 27,90 Milliarden Euro (2025: 38,29 Milliarden Euro) geplant. Das sind 317,31 Millionen Euro weniger als im Regierungsentwurf ([21/600](https://dserver.bundestag.de/btd/21/006/2100600.pdf), Einzelplan 12). Die im Haushalt 2026 ausgebrachten Verpflichtungsermächtigungen belaufen sich auf 18,04 Milliarden Euro. Das sind 444,84 Millionen Euro mehr als im Regierungsentwurf. Das beschloss der Haushaltsausschuss in seiner Bereinigungssitzung zum Bundeshaushalt 2026.

Das Ministerium bewirtschaftet zudem diverse Titel im Sondervermögen Infrastruktur und Klimaneutralität sowie im Klima- und Transformationsfonds.

Die zahlreichen Änderungen auf Grundlage der Bereinigungsvorlage des Bundesfinanzministeriums, die im Ausschuss an dem Einzelplan vorgenommen wurden, begründen sich zum einen durch die Anpassungen an die neuen Zuständigkeiten und Zuschnitte der Ministerien. So wurden aus dem Einzelplan zahlreiche Titel aus dem nunmehr aufgelösten Kapitel „Digitale Infrastruktur“ in den Einzelplan des Bundesministeriums für Digitales und Staatsmodernisierung umgesetzt, Titel mit Bezug zur Satellitentechnologie wanderten in den Einzelplan des Bundesministeriums für Forschung, Technologie und Raumfahrt über.

Zum anderen wurde mit den Vorschlägen aus dem Finanzministerium eine Einigung der Koalition zur Finanzierung des Straßenbaus umgesetzt. Danach stehen nun mehr Mittel für den Bau von Bundesstraßen zur Verfügung. Für Maßnahmen aus dem Bedarfsplan sind im nächsten Jahr Ausgaben in Höhe von 907,26 Millionen Euro vorgesehen, 225 Millionen Euro mehr als im Regierungsentwurf. Für die Investitionen der Autobahn GmbH sollen 2026 4,26 Milliarden Euro und damit 250 Millionen Euro mehr fließen, die Verpflichtungsermächtigung fällt mit 7,41 Milliarden Euro um 450 Millionen Euro höher aus als im Regierungsentwurf. Mit dem Mittelaufwuchs sollen laut Begründung jeweils baureife und planfestgestellte Projekte umgesetzt werden.

Finanziert wird die Verlagerung zum Bau durch Einsparungen im Erhaltungstitel für Bundesstraßen. Dieser fällt mit 937,39 Millionen Euro deutlich um 450 Millionen Euro geringer aus als im Regierungsentwurf. Die Verpflichtungsermächtigung wurde in derselben Höhe auf 1,01 Milliarden Euro reduziert. Fünf Millionen Euro weniger und damit drei Millionen Euro stehen im kommenden Jahr für Bau und Erhaltung von Verkehrseinrichtungen und Verkehrsanlagen zur Verfügung, die Verpflichtungsermächtigung wurde um 21,5 Millionen Euro ebenfalls auf drei Millionen Euro gekürzt. Im Gegenzug gab es allerdings Erhöhungen und Anpassungen von Erhaltungs-Titeln im Sondervermögen Infrastruktur und Klimaneutralität.

Die Koalitionsfraktionen von CDU/CSU und SPD setzten in der Bereinigungssitzung zudem noch diverse Änderungen an dem Einzelplan durch. Unter anderem sind die 200 Millionen Euro, die für die Reduzierung der Trassenpreise im Personenfernverkehr vorgesehen sind, gesperrt worden. Bedingung für die Aufhebung durch den Haushaltsausschuss ist demnach die Vorlage einer neuen Richtlinie zur Förderung des Schienenpersonenfernverkehrs über eine anteilige Finanzierung der genehmigten Trassenentgelte.

Für die Förderung innovativer Verkehrstechnologien stehen mit 16,2 Millionen Euro doppelt so viele Mittel zur Verfügung wie im Regierungsentwurf. Laut Änderungsantrag soll unter anderem auch ein Nachfolgeprogramm für die Förderprogramme „Innovative Hafentechnologien IHATEC I und II“ finanziert werden können. Die Verpflichtungsermächtigung in dem Titel fällt mit 10,3 Millionen Euro um 9,1 Millionen Euro höher aus als im Regierungsentwurf.

Kleinere Flughäfen werden nach Willen der Koalition zudem bei den Gebühren für Flugsicherungsleistungen unterstützt. Dafür veranschlagte der Ausschuss 50 Millionen Euro im Einzelplan.

Aus dem Haushalt soll zudem eine Fähre mit einem emissionsarmen Antrieb auf Basis einer Methanol-Brennstoffzelle auf der Weser finanziert werden. Dazu sind 500.000 Euro zusätzlich im kommenden Jahr für die Ausschreibung vorgesehen, insgesamt 34,5 Millionen Euro können in den darauffolgenden Jahren nach Vorlage eines Konzeptes und Einwilligung des Haushaltsausschusses fließen.

Zudem soll nach Willen der Koalition eine Stiftung mit der Bewahrung des Deutschen Maritimen Erbes betraut werden. Zehn Millionen Euro sind dafür für 2026 veranschlagt und jeweils weitere zehn Millionen Euro in den folgenden beiden Haushaltsjahren. Die Freigabe der Mittel durch den Haushaltsausschuss ist an die Gründung der Stiftung gebunden.

Auch die Traditionsschifffahrt wird in dem Einzelplan bedacht. Für einen neuen Titel zur „Förderung der Neuzulassung, des Erhalts, des sicheren Weiterbetriebs und der technischen Anpassung der Traditionsschifffahrt“ stellte die Koalition fünf Millionen Euro in den Haushaltsplan ein.

Gekürzt haben die Koalitionsfraktionen in dem Einzelplan ebenfalls. Für den Bau von Radwegen und deren Erhalt stehen im kommenden Jahr beispielsweise mit 100 Millionen Euro 20 Millionen Euro weniger als im Regierungsentwurf zur Verfügung. Für die Förderung „eines verkehrsträgerübergreifenden Mobilitätssystems auf Grundlage des automatisierten, autonomen und vernetzten Fahrens“ sind nach Willen der Koalition 2026 8,11 Millionen Euro vorgesehen, 28,9 Millionen Euro weniger als im Regierungsentwurf.

"
2025-11-19T00:00:00,Umweltauswirkungen deutscher Hilfeleistungen für die Ukraine,https://www.bundestag.de/presse/hib/kurzmeldungen-1127344,Heute im Bundestag,"
Berlin: (hib/NKI) Mögliche Umweltauswirkungen deutscher Hilfeleistungen für die Ukraine sind Thema einer Kleinen Anfrage ([21/2660](https://dserver.bundestag.de/btd/21/026/2102660.pdf)) der AfD-Fraktion. Die Abgeordneten wollen von der Bundesregierung unter anderem wissen, welche direkten und indirekten Kohlendioxid-Emissionen seit 2022 durch deutsche Waffenproduktion, Waffenlieferungen, Transportleistungen, Ausbildungseinsätze und sonstige militärische Unterstützungsmaßnahmen für die Ukraine verursacht wurden.

"
2025-11-19T00:00:00,Verringerung von Abhängigkeiten im Umgang mit China,https://www.bundestag.de/presse/hib/kurzmeldungen-1127340,Heute im Bundestag,"
Berlin: (hib/NKI) Die Bundesregierung betrachtet die Volksrepublik China als „Partner, Wettbewerber und systemischen Rivalen“. Verhalten und Entscheidungen Chinas führten dazu, dass „die Elemente der Rivalität und des Wettbewerbs in den bilateralen Beziehungen zugenommen haben“, schreibt die Bundesregierung in ihrer Antwort ([21/2749](https://dserver.bundestag.de/btd/21/027/2102749.pdf)) auf eine Kleine Anfrage ([21/2358](https://dserver.bundestag.de/btd/21/023/2102358.pdf)) der AfD- Fraktion. Dennoch suche man „die Zusammenarbeit zu fairen Bedingungen dort, wo sie möglich ist“, und setze sich gleichzeitig „für De-Risking, die Verringerung von Abhängigkeiten in kritischen Bereichen und die Diversifizierung unserer Handels- und Lieferbeziehungen ein“, heißt es in der Antwort.

Im Hinblick auf Abhängigkeiten von „Importen aus einzelnen Herkunftsländern bei sogenannter Netto-Null-Technologien“ verfolge die Bundesregierung in Umsetzung der China-Strategie im Bereich der Photovoltaik und auch anderer Netto-Null-Technologien eine Politik der Risikominderung. Um bestehende Abhängigkeiten abzubauen und neue Abhängigkeiten zu vermeiden, strebe die Bundesregierung eine Diversifizierung von Lieferketten an und unterstütze deutsche Unternehmen dabei mit den Instrumenten der Außenwirtschaftsförderung.

Darüber hinaus unterstütze die Bundesregierung die Europäische Kommission dabei, mit weiteren Freihandelsabkommen neue Lieferbeziehungen zu erschließen, mithilfe konsequenter Anwendung handelspolitischer Instrumente fairen Wettbewerb sicherzustellen sowie heimische und europäische Produktionskapazitäten unter anderem im Rahmen des Net-Zero-Industry Act zu stärken.

"
2025-11-19T00:00:00,Bundesregierung legt Bericht zum Bürokratierückbau vor,https://www.bundestag.de/presse/hib/kurzmeldungen-1127336,Heute im Bundestag,"
Berlin: (hib/LBR) Die Bundesregierung hat dem Bundestag ihren Bericht über Maßnahmen der Bundesregierung für Bürokratierückbau vorgelegt. In der Unterrichtung ([21/2730](https://dserver.bundestag.de/btd/21/027/2102730.pdf)) listet sie laufende und geplante Schritte zur Entlastung von Wirtschaft, Verwaltung und Bürgerinnen und Bürgern auf.

Der Bürokratierückbau sei ein zentrales Handlungsfeld der Modernisierungsagenda für Staat und Verwaltung und soll laut Bundesregierung insbesondere dazu beitragen, den notwendigen wirtschaftlichen Aufschwung zu unterstützen. In der laufenden Legislaturperiode seien bisher Vorhaben mit einer Entlastungswirkung von insgesamt mehr als drei Milliarden Euro jährlichem Erfüllungsaufwand beschlossen worden, heißt es in der Unterrichtung.

Schwerpunkte des Berichts sind unter anderem der fortlaufende Abbau von Berichtspflichten, die Beschleunigung von Verwaltungsverfahren sowie Maßnahmen zur weiteren Digitalisierung von Verwaltungsleistungen. Weiter informiert die Regierung über künftige Prioritäten beim Bürokratieabbau, mit denen „spätestens zum Ende des zweiten Quartals 2026“ eine weitere Entlastung in Höhe von mehreren Milliarden Euro angestrebt werden soll.

"
2025-11-18T00:00:00,Keine Schwerpunktprüfungen der FKS in der Forstwirtschaft,https://www.bundestag.de/presse/hib/kurzmeldungen-1127270,Heute im Bundestag,"
Berlin: (hib/BAL) In den Jahren 2015 bis 2025 haben keine bundesweiten Schwerpunktprüfungen der beim Zoll angesiedelten Einheit Finanzkontrolle Schwarzarbeit (FKS) im Bereich der Forstwirtschaft stattgefunden. Das schreibt die Bundesregierung in ihrer Antwort ([21/2732](https://dserver.bundestag.de/btd/21/027/2102732.pdf)) auf eine Kleine Anfrage der Fraktion Die Linke ([21/2437](https://dserver.bundestag.de/btd/21/024/2102437.pdf)).

Zugleich erklärt sie, dass die FKS „für die wirksame Bekämpfung von Schwarzarbeit und illegaler Beschäftigung gut aufgestellt“ sei und erfolgreich arbeite. Besondere Anforderungen an eine Ausstattung für Prüfungen in der Forstwirtschaft bestünden nicht.

Der Bundestag hat vergangene Woche das Gesetz „zur Modernisierung und Digitalisierung der Schwarzarbeitsbekämpfung“ ([21/1930](https://dserver.bundestag.de/btd/21/019/2101930.pdf)) beschlossen. Es sieht unter anderem eine Veränderung der Schwerpunktbranchen für Prüfungen im Kampf gegen Schwarzarbeit vor.

Link zum Bericht über die Entscheidung im Bundestag: [https://www.das-parlament.de/wirtschaft/finanzen/koalition-will-luecken-bei-der-schwarzarbeit-schliessen](https://www.das-parlament.de/wirtschaft/finanzen/koalition-will-luecken-bei-der-schwarzarbeit-schliessen)

"
2025-11-18T00:00:00,Linke fragen nach Anforderungen für Endlager Schacht Konrad,https://www.bundestag.de/presse/hib/kurzmeldungen-1127224,Heute im Bundestag,"
Berlin: (hib/NKI) Die Fraktion Die Linke erkundigt sich in einer Kleinen Anfrage ([21/2798](https://dserver.bundestag.de/btd/21/027/2102798.pdf)) nach dem Schutz des Grundwassers im Atommüll-Endlager Schacht Konrad. Die Bundesregierung soll unter anderem beantworten, welche wassergefährdenden Stoffe in welchen Mengen eingelagert werden sollen und wer dazu die Erlaubnis erteilt hat.

"
2025-11-18T00:00:00,Cybersicherheit im Bundesumweltministerium,https://www.bundestag.de/presse/hib/kurzmeldungen-1127218,Heute im Bundestag,"
Berlin: (hib/NKI) Die IT-Sicherheitslage habe sich „in allen Dimensionen deutlich verschärft“. Cyberbedrohungen seien im vergangenen Jahr von diversen Angreifer-Gruppen ausgegangen, und „die Angriffsflächen vergrößerten sich mit der weiter fortschreitenden Digitalisierung“. Das schreibt die Bundesregierung in ihrer Antwort ([21/2692](https://dserver.bundestag.de/btd/21/026/2102692.pdf)) auf eine Kleine Anfrage ([21/2418](https://dserver.bundestag.de/btd/21/024/2102418.pdf)) der AfD-Fraktion und macht deutlich, dass man nach sorgfältiger Abwägung zu der Auffassung gelangt sei, dass die Beantwortung zu Fragen der Cybersicherheit und Stellenentwicklung im Bereich IT-Sicherheit im Geschäftsbereich des Bundesministeriums für Umwelt, Klimaschutz, Naturschutz und nukleare Sicherheit „nicht durchgängig vollständig erfolgen kann“.

Würden potenzielle Angreifer detaillierte Kenntnis über Geheimhaltungsbedürftigkeit der Informationen über das Ministerium erhalten, wäre ein Angriff auf das Haus deutlich einfacher zu gestalten und mit höherer Erfolgsaussicht verbunden, heißt es in der Antwort.

Der Bundesregierung zufolge findet eine regelmäßige Beratung mit dem Bundesamt für Sicherheit in der Informationstechnik (BSI) zur Abwehr von Gefahren für die Sicherheit der Informationstechnik des Bundes statt. Das IT-Sicherheitsniveau werde außerdem durch einen kontinuierlichen Verbesserungsprozess aufrechterhalten. Die Kritikpunkte des Bundesrechnungshofes würden in diesem Prozess berücksichtigt, heißt es vonseiten der Bundesregierung.

"
2025-11-18T00:00:00,Regierung setzt Ausschuss für nachhaltige Entwicklung ein,https://www.bundestag.de/presse/hib/kurzmeldungen-1127216,Heute im Bundestag,"
Berlin: (hib/VOM) „Nachhaltigkeit für ein modernes und zukunftsfähiges Deutschland“ ist ein Beschluss der Bundesregierung überschrieben, den sie als Unterrichtung ([21/2696](https://dserver.bundestag.de/btd/21/026/2102696.pdf)) vorgelegt hat. Darin heißt es, die Regierung wolle ihre Nachhaltigkeitspolitik strategischer und effizienter ausrichten. So solle die Deutsche Nachhaltigkeitsstrategie in Form eines Aktionsplans weiterentwickelt werden. Es solle aufgezeigt werden, dass die Nachhaltigkeitsziele die Richtschnur „für ein freies, sicheres, gerechtes und wohlhabendes Deutschland“ bieten. Im Aktionsplan sollen „Missionen“ zu allen 17 Bereichen der Agenda 2030 der Vereinten Nationen für nachhaltige Entwicklung aufgelegt werden, um bis zum Ende der Wahlperiode konkrete Verbesserungen für Bürger und Wirtschaft nicht nur in Deutschland, sondern auch auf europäischer und internationaler Ebene zu erreichen. Nachhaltige Entwicklung müsse unter anderem durch bessere und schnellere Verfahren und mehr Bürgernähe im Alltag erlebbar sein, schreibt die Bundesregierung. Staatsmodernisierung und Digitalisierung würden dabei einen Schwerpunkt bilden.

Als ressortübergreifendes Gremium zur Steuerung und Koordinierung wird dem Beschluss zufolge der Staatssekretärsausschuss für Nachhaltige Entwicklung und Zukunftsfragen unter dem Vorsitz des Chefs des Bundeskanzleramtes neu eingesetzt. Er soll den Aktionsplan mit „Missionen“ in fünf Handlungsfeldern erarbeiten: erstens „Leistungsfähiger Staat und nachhaltige, langfristig tragfähige Staatsfinanzen“, zweitens „Leistungsfähige, nachhaltige Wirtschaft sowie dauerhaft hohes, nachhaltiges Wirtschaftswachstum“, drittens „Soziale Gerechtigkeit, gleichwertige Lebensverhältnisse und gesellschaftlicher Zusammenhalt“, viertens „Bewahrung der natürlichen Lebensgrundlagen“ und fünftens „Internationale Verantwortung und Zusammenarbeit“. Laut Beschluss kann der Ausschuss dem Rat für Nachhaltige Entwicklung Aufträge erteilen. Neben dem Rat werde auch der Parlamentarische Beirat für nachhaltige Entwicklung und Zukunftsfragen des Bundestages in die Erarbeitung des Aktionsplans und dessen Umsetzung einbezogen.

"
2025-11-18T00:00:00,Etat 2026: Deutlich mehr Mittel für Freiwilligendienste,https://www.bundestag.de/presse/hib/kurzmeldungen-1127194,Heute im Bundestag,"
Berlin: (hib/SCR) Der Haushaltsausschuss hat in seiner Bereinigungssitzung am Freitag erhebliche Änderungen am Einzelplan des Bundesministeriums für Bildung, Familie, Senioren, Frauen und Jugend beschlossen. Die Ausgaben sollen demnach mit 16,66 Milliarden Euro (2025: 14,20 Milliarden Euro) um 1,95 Milliarden Euro höher ausfallen als im Regierungsentwurf ([21/600](https://dserver.bundestag.de/btd/21/006/2100600.pdf), Einzelplan 17). Grund hierfür sind die umfangreichen Umsetzungen von Haushaltstiteln aus anderen Einzelplänen, um die neuen Zuständigkeiten und Zuschnitte der Ministerien abzubilden, die im Haushalt 2025 und im Regierungsentwurf 2026 noch nicht abgebildet waren. So ist im Einzelplan 17 nunmehr das Kapitel „Leistungsfähigkeit des Bildungswesens“ aufgeführt, das bislang im Einzelplan 30 veranschlagt war. Die im Haushalt 2026 ausgebrachten Verpflichtungsermächtigungen in diesem Einzelplan belaufen sich auf 1,96 Milliarden Euro, also 957,43 Millionen Euro mehr als im Regierungsentwurf.

Neben den Änderungen auf Grundlage der Bereinigungsvorlage des Bundesfinanzministeriums beschloss der Ausschuss zudem noch Änderungsanträge der Koalitionsfraktionen von CDU/CSU und SPD. Deutlich erhöht werden die Mittel für die Freiwilligendienste, und zwar um 33 Millionen Euro auf 153,68 Millionen Euro. Die Verpflichtungsermächtigung fällt mit 153,68 Millionen Euro um 33 Millionen Euro höher aus als im Regierungsentwurf. Der Ansatz für den Bundesfreiwilligendienst liegt mit 211,20 Millionen Euro 17 Millionen Euro über dem Regierungsentwurf. Die Koalition erhöhte die Verpflichtungsermächtigung für die darauffolgenden Haushaltsjahre um 80,1 Millionen Euro auf 404,66 Millionen Euro.

Auch die Zuweisungen an die Stiftung Frühe Hilfen werden um fünf Millionen Euro auf 56 Millionen Euro erhöht. Mehr Mittel gibt es zudem für „Zuschüsse und Leistungen zur Unterstützung bei ungewollter Kinderlosigkeit sowie für den Ausbau der Hilfen für Schwangere und zur Regelung der vertraulichen Geburt“. In dem Titel stehen mit 10,54 Millionen Euro 2,5 Millionen Euro mehr zur Verfügung als im Regierungsentwurf. Zwei Millionen Euro sind davon zusätzlich für die Bundesinitiative „Hilfe und Unterstützung bei ungewollter Kinderlosigkeit“ vorgesehen. Um jeweils 250.000 Euro höher fällt die Förderung für die Schwangerschaftskonfliktberatungen „donum vitae zur Förderung des Schutzes des menschlichen Lebens e.V.“ und „pro familia“ aus.

Ebenfalls mehr Geld gibt es für „Zuschüsse und Leistungen für laufende Zwecke an Länder, Träger und für Aufgaben der freien Jugendhilfe“. Sie fallen mit 261,09 Millionen Euro um 9,83 Millionen Euro höher aus als im Regierungsentwurf. Davon gehen beispielsweise zusätzlich 200.000 Euro an die Fachstelle für internationale Jugendarbeit der Bundesrepublik Deutschland e. V. Für die Erstellung und Erprobung eines E-Learning-Pilotprojekts zum medizinischen und interdisziplinären Kinderschutz durch das Kompetenzzentrum Kinderschutz in der Medizin in Baden-Württemberg sollen im nächsten Jahr 500.000 Euro aus dem Titel zur Verfügung gestellt werden und insgesamt zwei Millionen Euro über vier Jahre. Zwei Millionen Euro sind im kommenden Jahr für die Off Road Kids Stiftung vorgesehen, die laut Änderungsantrag bundesweit Jugendliche und junge Volljährige vor dem Absturz in die Obdachlosigkeit und der Flucht in Großstädte schützt.

Der Ansatz für das Programm „Demokratie leben!“ wird hingegen um 4,5 Millionen Euro auf 186,52 Millionen Euro gekürzt. Deutlich angepasst wird auch der bisherige Titel „Zukunftspaket für Bewegung, Kultur und Gesundheit“. Er soll nun unter der Bezeichnung „Zuschüsse und Leistungen für Hilfen und zur vorbeugenden Unterstützung bei psychischen Belastungen von Kindern und Jugendlichen“ firmieren und mit 3,82 Millionen Euro um sechs Millionen Euro geringer ausfallen als im Regierungsentwurf. Erhöht wird die Verpflichtungsermächtigung, und zwar um 1,26 Millionen Euro auf 15 Millionen Euro. Nach Willen der Koalition soll der Titel weiterentwickelt werden, „um den spezifischen Anliegen bei der Prävention von psychischen Belastungen und der Unterstützung von Kindern und Jugendlichen sowie der neuen Schwerpunktausrichtung des Einzelplans zu entsprechen“. Bis zur Vorlage eines Konzeptes dafür sind die Mittel zu 80 Prozent gesperrt. Zudem wird laut Änderungsantrag das Modellprojekt „Mental Health Coaches“ aufgrund zu geringen Nutzens in der Fläche und fehlender nachhaltiger Mittelverwendung beendet.

"
